5 130
285 10 31
286 37 97
287 63 88
288 91 59
289 43 48
290 33 53
291 82 20
292 81 1
293 87 25
294 35 39
295 6 58
296 15 11
297 72 20
298 74 49
299 50 18
300 75 80
301 84 84
302 21 11
303 63 16
304 91 95
305 60 90
306 25 5
307 50 52
308 19 27
309 62 84
310 96 70
311 85 72
312 58 51
313 16 25
314 24 43
315 14 42
316 8 24
317 72 53
318 68 98
319 99 70
320 38 70
321 33 39
322 78 16
323 32 10
324 61 20
325 0 47
326 86 65
327 21 5
328 95 12
329 25 69
330 95 37
331 91 47
332 80 17
333 81 0
334 32 97
335 83 21
336 28 92
337 46 25
338 36 45
339 93 42
340 18 5
341 64 3
342 43 67
343 56 43
344 3 67
345 57 56
346 72 29
347 74 0
348 78 85
349 59 60
350 34 32
351 77 64
352 37 79
353 19 93
354 19 96
355 68 50
356 18 83
357 50 89
358 73 88
359 4 13
360 61 38
361 97 65
362 39 26
363 48 98
364 17 46
365 46 50
366 85 33
367 8 86
368 28 99
369 66 63
370 48 63
371 23 6
372 98 6
373 38 89
374 78 84
375 26 90
376 80 46
377 99 95
378 35 11
379 24 11
380 31 20
381 75 72
382 49 18
383 64 85
384 74 64
385 61 74
386 22 41
387 64 98
388 15 90
389 67 33
390 88 59
391 19 33
392 20 55
393 69 39
394 33 13
395 51 16
396 75 54
397 32 27
398 87 50
399 57 79
400 42 53
401 14 14
402 22 52
403 68 39
404 81 1
405 80 44
406 44 91
407 22 71
408 0 42
409 52 93
410 48 24
411 51 61
412 13 45
413 98 67
414 9 36
415 10 64
416 33 87
417 90 35
418 44 5
419 10 67
420 86 30
421 58 32
422 33 6
423 71 83
424 32 60
425 27 45
426 97 63
427 31 17
428 1 53
429 1 77
430 53 1
431 29 44
432 90 15
433 11 57
434 0 87
435 26 94
436 31 84
437 7 18
438 66 19
439 28 6
440 73 15
441 35 48
442 9 65
443 66 69
444 55 73
445 33 91
446 4 32
447 14 85
448 0 14
449 41 17
450 94 14
451 83 44
452 33 32
453 13 13
454 56 13
455 51 82
456 25 94
457 4 37
458 66 81
459 35 25
460 49 42
461 1 27
462 53 35
463 90 99
464 70 21
465 17 52
466 78 11
467 11 58
468 32 90
469 15 76
470 51 53
471 13 42
472 22 51
473 66 10
474 28 76
475 18 19
476 78 15
477 67 52
478 13 55
479 91 97
480 42 14
481 42 34
482 95 99
483 3 14
484 82 45
485 5 76
486 65 58
487 74 96
488 28 58
489 4 1
490 69 80
491 70 93
492 3 97
493 73 62
494 43 59
495 45 76
496 99 17
497 33 37
498 10 78
499 46 23
500 47 52
501 27 82
502 71 42
503 53 20
504 41 71
505 24 55
506 50 89
507 28 62
508 43 49
509 30 98
510 26 41
511 70 23
512 0 29
513 77 48
514 24 36
515 85 49
516 11 81
517 53 17
518 52 87
519 22 61
520 43 52
521 21 72
522 34 90
523 25 9
524 89 71
525 94 61
526 47 48
527 96 6
528 81 3
529 82 42
530 64 5
531 95 4
532 85 74
533 43 68
534 35 10
535 9 55
536 26 69
537 54 73
538 20 98
539 88 10
540 3 67
541 59 53
542 42 24
543 2 63
544 84 47
545 36 49
546 5 80
547 96 38
548 57 16
549 87 60
550 46 56
551 73 78
552 61 39
553 34 78
554 93 23
555 86 83
556 14 72
557 38 97
558 45 42
559 62 60
560 72 79
561 84 88
562 74 60
563 49 46
564 72 16
565 15 4
566 10 27
567 63 46
568 94 80
569 91 2
570 89 23
571 70 61
572 61 52
573 34 33
574 42 99
575 92 15
576 53 26
577 88 67
578 72 85
579 4 1
580 89 88
581 5 76
582 8 81
583 72 87
584 8 91
585 2 64
586 50 59
587 70 48
588 9 22
589 27 21
590 26 16
591 4 72
592 24 0
593 51 84
594 38 96
595 74 8
596 76 90
597 13 1
598 17 93
599 52 79
600 80 46
601 24 50
602 96 27
603 64 93
604 55 40
605 57 49
606 57 82
607 75 72
608 84 33
609 52 7
610 30 88
611 48 12
612 17 94
613 87 60
614 46 69
615 31 16
616 69 48
617 41 79
618 92 53
619 76 96
620 35 57
621 28 98
622 38 24
623 51 94
624 15 41
625 17 84
626 40 45
627 48 91
628 98 11
629 33 2
630 39 4
631 46 86
632 9 41
633 79 9
634 40 95
635 79 30
636 57 56
637 72 72
638 59 50
639 73 92
640 42 93
641 45 4
642 52 46
643 75 24
644 99 49
645 81 81
646 20 73
647 57 31
648 10 42
649 89 97
650 44 42
