5 200
174 38 42
175 12 82
176 24 27
177 68 42
178 81 25
179 87 53
180 20 64
181 92 67
182 35 48
183 29 12
184 17 70
185 49 83
186 45 80
187 23 34
188 68 38
189 20 21
190 71 15
191 99 0
192 68 45
193 5 76
194 0 19
195 30 25
196 76 90
197 61 83
198 97 56
199 21 51
200 23 9
201 91 68
202 92 29
203 37 44
204 3 34
205 73 42
206 5 65
207 81 4
208 64 92
209 99 90
210 42 53
211 11 98
212 39 23
213 6 54
214 18 40
215 36 12
216 17 68
217 98 62
218 23 31
219 7 39
220 8 61
221 72 65
222 45 88
223 20 11
224 8 56
225 18 5
226 57 31
227 8 69
228 97 93
229 28 69
230 22 82
231 25 63
232 98 61
233 24 37
234 66 19
235 81 32
236 84 59
237 81 81
238 80 45
239 52 51
240 3 95
241 45 62
242 21 31
243 55 86
244 60 29
245 65 30
246 3 38
247 16 26
248 35 8
249 67 84
250 63 82
251 44 89
252 75 85
253 20 97
254 49 26
255 89 51
256 40 77
257 65 27
258 36 62
259 42 67
260 6 38
261 76 37
262 54 50
263 29 46
264 42 55
265 46 71
266 77 68
267 87 20
268 50 56
269 87 35
270 11 58
271 36 33
272 39 13
273 89 25
274 73 89
275 89 72
276 66 0
277 78 24
278 6 7
279 35 24
280 56 73
281 54 94
282 80 18
283 73 72
284 89 44
285 76 80
286 75 6
287 56 47
288 2 42
289 97 40
290 61 3
291 73 52
292 65 73
293 4 77
294 90 62
295 14 42
296 20 62
297 78 37
298 3 41
299 53 20
300 39 17
301 35 28
302 13 9
303 96 59
304 44 30
305 22 63
306 9 94
307 63 52
308 0 1
309 28 6
310 13 96
311 82 26
312 30 33
313 59 13
314 28 18
315 44 60
316 89 76
317 1 44
318 67 45
319 39 56
320 76 45
321 33 59
322 40 51
323 33 25
324 99 25
325 37 2
326 13 46
327 7 42
328 34 9
329 97 79
330 49 83
331 31 25
332 85 61
333 73 32
334 93 19
335 85 55
336 61 72
337 30 67
338 63 22
339 86 79
340 0 33
341 13 2
342 81 42
343 47 43
344 69 58
345 9 58
346 47 59
347 6 92
348 14 7
349 73 79
350 77 0
351 32 79
352 40 82
353 40 40
354 16 39
355 79 12
356 22 18
357 79 16
358 69 29
359 44 43
360 13 30
361 63 34
362 10 26
363 7 2
364 66 37
365 53 55
366 48 6
367 1 0
368 0 33
369 61 99
370 1 7
371 26 29
372 79 96
373 35 28
374 80 89
375 23 84
376 63 30
377 65 47
378 36 98
379 69 14
380 74 37
381 74 78
382 85 23
383 63 16
384 17 79
385 15 35
386 67 44
387 41 6
388 3 33
389 55 13
390 90 78
391 22 76
392 14 69
393 92 18
394 40 54
395 63 2
396 64 47
397 24 64
398 32 48
399 43 55
400 32 19
401 11 0
402 74 87
403 16 18
404 88 59
405 43 2
406 43 56
407 23 95
408 15 97
409 64 16
410 31 45
411 75 63
412 15 13
413 71 20
414 20 77
415 73 55
416 89 99
417 80 71
418 67 21
419 1 27
420 52 74
421 30 81
422 10 60
423 58 7
424 24 28
425 48 35
426 84 27
427 24 87
428 43 48
429 85 61
430 15 96
431 98 10
432 85 88
433 12 43
434 75 51
435 28 94
436 95 36
437 63 56
438 15 94
439 52 54
440 54 64
441 96 91
442 29 38
443 71 62
444 75 93
445 28 18
446 35 40
447 11 56
448 76 19
449 96 22
450 48 15
451 31 72
452 0 53
453 39 47
454 63 67
455 71 48
456 95 30
457 6 51
458 99 6
459 81 46
460 17 50
461 67 82
462 22 9
463 58 55
464 24 7
465 79 96
466 98 30
467 6 38
468 32 23
469 90 75
470 99 23
471 98 7
472 22 79
473 22 5
474 33 60
475 56 69
476 38 49
477 5 97
478 47 49
479 49 90
480 94 83
481 22 56
482 87 75
483 50 65
484 24 67
485 18 75
486 16 5
487 47 93
488 51 60
489 60 42
490 86 53
491 21 64
492 51 10
493 57 49
494 24 8
495 91 82
496 73 0
497 80 15
498 1 42
499 19 46
500 29 57
501 81 66
502 42 80
503 53 32
504 2 11
505 46 87
506 89 7
507 4 41
508 62 58
509 4 77
510 17 1
511 41 15
512 76 35
513 2 16
514 24 31
515 91 8
516 40 13
517 13 29
518 72 55
519 22 70
520 57 24
521 46 12
522 62 4
523 93 66
524 95 39
525 53 43
526 37 42
527 28 28
528 15 65
529 89 6
530 78 37
531 8 70
532 20 37
533 46 76
534 93 74
535 68 7
536 36 34
537 20 92
538 54 28
539 52 72
540 42 35
541 20 85
542 78 48
543 71 97
544 84 84
545 13 6
546 65 15
547 91 19
548 16 76
549 92 25
550 57 17
551 72 21
552 70 45
553 7 3
554 22 35
555 74 87
556 12 17
557 64 43
558 16 23
559 92 71
560 65 49
561 91 9
562 60 62
563 41 20
564 42 0
565 76 77
566 35 27
567 14 24
568 62 98
569 14 32
570 41 68
571 75 48
572 9 25
573 94 47
574 51 48
575 2 93
576 83 21
577 59 8
578 25 63
579 60 8
580 3 86
581 60 21
582 59 96
583 52 85
584 3 39
585 80 18
586 8 59
587 30 97
588 73 42
589 99 34
590 68 94
591 69 93
592 97 83
593 94 14
594 67 6
595 98 98
596 38 6
597 28 54
598 7 54
599 89 13
600 73 8
601 44 11
602 68 84
603 84 23
604 90 62
605 34 83
606 64 25
607 40 9
608 17 66
609 23 76
610 2 37
611 18 96
612 40 81
613 80 2
614 31 76
615 90 19
616 53 85
617 61 59
618 49 57
619 25 12
620 98 70
621 23 5
622 71 15
623 34 12
624 65 18
625 36 40
626 30 12
627 10 35
628 90 48
629 71 86
630 4 82
631 92 13
632 71 15
633 29 78
634 64 80
635 60 60
636 41 11
637 77 31
638 13 12
639 24 24
640 47 67
641 36 12
642 40 49
643 89 40
644 75 25
645 69 1
646 86 39
647 8 16
648 77 10
649 33 55
650 86 55
651 47 85
652 58 75
653 99 19
654 35 78
655 22 77
656 23 46
657 38 36
658 45 80
659 73 22
660 26 88
661 3 39
662 11 59
663 74 2
664 2 61
665 54 3
666 79 68
667 38 92
668 19 51
669 53 64
670 50 69
671 5 96
672 3 92
673 77 39
674 0 71
675 70 97
676 36 10
677 29 97
678 52 8
679 74 99
680 1 97
681 16 74
682 24 18
683 97 54
684 7 46
685 17 94
686 26 8
687 72 56
688 82 7
689 36 18
690 81 34
691 1 31
692 90 56
693 66 68
694 39 41
695 39 11
696 77 53
697 63 52
698 53 31
699 71 84
700 94 23
701 32 54
702 54 75
703 70 27
704 38 72
705 14 44
706 72 55
707 18 66
708 95 85
709 83 67
710 51 28
711 14 66
712 6 6
713 17 73
714 45 19
715 3 51
716 36 51
717 23 57
718 2 47
719 77 14
720 86 39
721 30 66
722 26 95
723 38 21
724 35 97
725 57 68
726 48 3
727 33 65
728 8 65
729 47 48
730 58 97
731 82 18
732 69 63
733 8 21
734 31 60
735 63 48
736 8 68
737 81 12
738 98 47
739 40 11
740 67 96
741 37 48
742 62 34
743 3 32
744 18 57
745 48 36
746 0 28
747 56 88
748 56 11
749 97 62
750 86 17
751 89 74
752 33 9
753 60 79
754 21 20
755 67 60
756 25 35
757 80 62
758 59 34
759 56 34
760 59 76
761 2 73
762 11 27
763 47 79
764 11 92
765 56 87
766 50 77
767 25 49
768 6 63
769 14 53
770 74 23
771 10 97
772 90 87
773 10 64
774 48 94
775 29 21
776 54 62
777 3 10
778 14 15
779 62 6
780 61 80
781 67 28
782 64 79
783 10 48
784 10 31
785 55 96
786 19 3
787 60 36
788 65 4
789 83 23
790 16 83
791 31 17
792 63 34
793 32 88
794 74 15
795 34 90
796 0 8
797 91 93
798 56 82
799 33 10
800 77 62
801 54 16
802 38 32
803 1 51
804 1 66
805 45 10
806 32 38
807 89 78
808 49 50
809 65 30
810 47 22
811 74 95
812 96 64
813 96 11
814 11 67
815 79 83
816 71 72
817 46 53
818 28 14
819 78 31
820 32 80
821 86 7
822 69 24
823 58 61
824 18 13
825 43 6
826 16 3
827 62 55
828 88 59
829 20 74
830 36 90
831 40 34
832 87 62
833 38 59
834 92 36
835 49 35
836 71 34
837 97 67
838 36 66
839 25 71
840 6 34
841 92 98
842 23 73
843 66 68
844 9 91
845 65 69
846 93 4
847 94 42
848 40 51
849 20 7
850 86 99
851 69 82
852 63 8
853 34 82
854 5 95
855 18 21
856 33 49
857 67 1
858 97 41
859 11 13
860 95 70
861 49 1
862 71 79
863 41 67
864 39 55
865 26 84
866 46 17
867 85 7
868 65 9
869 34 14
870 38 83
871 62 14
872 72 43
873 36 44
874 36 93
875 44 98
876 39 6
877 12 16
878 49 67
879 11 83
880 66 67
881 43 50
882 69 33
883 75 15
884 64 60
885 36 88
886 7 96
887 74 11
888 7 35
889 28 27
890 43 97
891 30 45
892 10 27
893 45 39
894 5 69
895 57 97
896 97 50
897 47 71
898 40 11
899 44 38
900 67 20
901 80 76
902 57 55
903 91 42
904 31 0
905 8 14
906 39 83
907 40 69
908 37 97
909 39 41
910 88 35
911 10 94
912 3 38
913 90 56
914 49 3
915 71 95
916 90 90
917 60 23
918 17 54
919 88 54
920 36 2
921 7 5
922 60 43
923 58 14
924 10 78
925 33 42
926 72 3
927 49 31
928 10 85
929 72 18
930 65 34
931 93 28
932 28 13
933 23 48
934 23 16
935 52 83
936 8 84
937 4 86
938 27 4
939 34 59
940 80 76
941 46 70
942 69 28
943 23 87
944 41 28
945 13 31
946 81 70
947 89 1
948 8 79
949 77 47
950 19 9
951 90 93
952 26 50
953 34 87
954 98 62
955 4 5
956 50 12
957 38 89
958 88 22
959 58 0
960 89 36
961 7 95
962 3 20
963 1 38
964 95 2
965 77 48
966 27 87
967 40 70
968 85 52
969 44 19
970 94 35
971 88 78
972 24 7
973 81 68
974 31 99
975 13 85
976 21 77
977 57 83
978 2 95
979 90 5
980 48 95
981 92 95
982 85 56
983 78 63
984 72 68
985 4 35
986 78 39
987 5 54
988 47 29
989 70 95
990 39 33
991 6 95
992 89 92
993 26 50
994 29 57
995 67 89
996 62 38
997 70 98
998 43 93
999 92 68
1000 29 17
