5 100
198 35 46
199 73 61
200 31 55
201 36 56
202 32 64
203 98 22
204 97 61
205 62 67
206 29 2
207 14 59
208 26 83
209 29 68
210 18 28
211 58 9
212 9 44
213 58 16
214 88 83
215 64 81
216 91 94
217 91 84
218 94 34
219 99 88
220 91 40
221 82 41
222 57 63
223 26 65
224 0 14
225 40 51
226 17 5
227 42 2
228 97 27
229 46 88
230 6 82
231 34 13
232 96 80
233 76 34
234 11 30
235 65 92
236 84 41
237 76 78
238 46 16
239 51 46
240 17 93
241 16 73
242 43 12
243 64 85
244 52 88
245 86 67
246 87 10
247 82 9
248 5 69
249 44 76
250 87 91
251 54 69
252 49 48
253 67 75
254 29 64
255 56 80
256 75 0
257 70 13
258 66 61
259 69 84
260 15 90
261 82 22
262 43 97
263 4 73
264 59 66
265 72 76
266 72 74
267 58 26
268 38 46
269 24 95
270 45 88
271 56 87
272 31 5
273 91 86
274 39 69
275 43 44
276 99 60
277 60 97
278 8 31
279 26 51
280 43 93
281 16 62
282 92 79
283 8 0
284 42 44
285 74 20
286 36 74
287 39 27
288 33 95
289 90 38
290 5 18
291 33 90
292 23 27
293 77 11
294 13 61
295 17 7
296 19 73
297 52 51
298 72 94
299 95 52
300 96 91
301 44 95
302 94 23
303 8 25
304 21 33
305 63 13
306 40 88
307 45 24
308 59 26
309 39 64
310 2 97
311 86 80
312 27 67
313 0 63
314 22 87
315 54 39
316 99 38
317 41 14
318 74 38
319 95 99
320 19 52
321 90 79
322 97 3
323 66 31
324 27 27
325 91 46
326 54 30
327 50 99
328 4 63
329 68 27
330 23 44
331 2 33
332 79 24
333 13 2
334 46 31
335 50 21
336 30 39
337 45 49
338 6 6
339 82 23
340 0 68
341 36 95
342 96 7
343 84 69
344 88 41
345 10 11
346 70 67
347 76 74
348 49 57
349 0 73
350 90 64
351 84 96
352 77 70
353 15 14
354 84 0
355 92 97
356 80 44
357 27 54
358 8 7
359 36 71
360 39 44
361 14 5
362 21 39
363 50 63
364 63 71
365 0 49
366 6 9
367 33 36
368 84 39
369 17 26
370 91 69
371 84 87
372 49 12
373 30 25
374 40 22
375 65 41
376 20 28
377 33 45
378 50 79
379 75 38
380 19 52
381 51 13
382 99 42
383 91 71
384 11 91
385 69 69
386 89 10
387 79 69
388 59 26
389 55 8
390 8 24
391 23 40
392 5 59
393 29 77
394 75 87
395 85 4
396 64 79
397 6 39
398 18 71
399 88 6
400 21 58
401 14 48
402 52 96
403 51 10
404 48 63
405 85 23
406 23 66
407 29 95
408 29 10
409 7 40
410 13 13
411 96 24
412 5 64
413 4 10
414 3 40
415 51 88
416 38 49
417 86 50
418 10 74
419 87 9
420 7 18
421 28 11
422 1 61
423 81 97
424 50 11
425 9 7
426 63 47
427 92 8
428 62 90
429 43 88
430 91 41
431 7 8
432 12 96
433 85 74
434 79 79
435 85 55
436 23 98
437 32 95
438 84 85
439 22 43
440 83 6
441 59 91
442 30 44
443 25 90
444 56 78
445 87 19
446 30 99
447 17 66
448 11 20
449 98 4
450 76 6
451 17 71
452 26 54
453 83 64
454 14 97
455 23 76
456 68 0
457 4 84
458 81 15
459 77 67
460 71 95
461 17 0
462 91 65
463 24 23
464 80 66
465 83 64
466 86 17
467 67 76
468 89 88
469 65 76
470 60 60
471 75 59
472 55 11
473 51 30
474 94 32
475 84 95
476 42 31
477 33 80
478 89 16
479 79 61
480 29 60
481 83 48
482 14 58
483 90 50
484 32 28
485 95 92
486 50 0
487 7 10
488 20 58
489 45 80
490 13 94
491 29 48
492 82 87
493 21 55
494 84 86
495 87 72
496 9 3
497 47 0
498 76 27
499 45 96
500 20 1
