1 1000
208 55 49
209 25 70
210 29 91
211 95 29
212 43 10
213 56 32
214 9 93
215 32 54
216 96 10
217 75 77
218 14 43
219 89 12
220 56 43
221 73 45
222 48 84
223 11 27
224 15 59
225 20 65
226 67 57
227 65 1
228 54 25
229 56 8
230 33 21
231 43 19
232 90 91
233 2 93
234 42 84
235 15 11
236 59 12
237 14 85
238 18 49
239 80 58
240 98 29
241 17 50
242 72 66
243 86 38
244 44 74
245 23 88
246 87 81
247 79 34
248 0 53
249 55 57
250 82 18
251 85 30
252 43 8
253 6 55
254 42 79
255 83 4
256 45 97
257 9 4
258 4 93
259 46 24
260 4 63
261 48 68
262 61 26
263 24 78
264 32 80
265 85 64
266 94 23
267 75 80
268 43 86
269 6 63
270 59 31
271 95 65
272 90 18
273 43 89
274 72 75
275 29 6
276 6 30
277 52 19
278 69 17
279 69 17
280 84 28
281 22 62
282 93 19
283 10 22
284 22 28
285 60 18
286 87 82
287 64 73
288 67 83
289 77 42
290 83 35
291 5 57
292 51 78
293 57 63
294 70 56
295 11 26
296 16 89
297 79 31
298 8 33
299 72 71
300 8 21
301 67 44
302 14 11
303 19 24
304 65 79
305 52 85
306 39 27
307 33 49
308 22 64
309 11 14
310 61 46
311 51 66
312 16 33
313 1 97
314 3 33
315 65 33
316 11 6
317 33 62
318 67 61
319 42 39
320 58 33
321 98 90
322 3 26
323 87 89
324 55 29
325 9 43
326 22 57
327 9 62
328 69 0
329 28 81
330 9 21
331 20 32
332 14 19
333 74 33
334 93 71
335 81 61
336 21 71
337 56 28
338 48 61
339 62 90
340 46 11
341 42 74
342 23 21
343 11 53
344 96 71
345 92 67
346 33 61
347 29 36
348 13 65
349 76 84
350 51 53
351 96 83
352 47 47
353 21 50
354 1 80
355 14 8
356 38 38
357 35 97
358 79 46
359 9 92
360 7 20
361 36 21
362 79 14
363 28 60
364 41 19
365 15 82
366 84 77
367 38 92
368 15 58
369 26 75
370 99 60
371 52 15
372 57 84
373 28 95
374 26 31
375 57 66
376 56 84
377 76 30
378 16 74
379 4 33
380 19 61
381 9 82
382 65 31
383 24 60
384 99 42
385 82 20
386 19 33
387 92 47
388 68 21
389 64 94
390 86 32
391 34 9
392 61 48
393 26 0
394 1 7
395 75 41
396 54 93
397 55 38
398 51 70
399 50 26
400 60 67
401 95 83
402 49 37
403 47 23
404 91 29
405 62 95
406 10 9
407 47 86
408 26 99
409 20 16
410 4 24
411 59 91
412 67 40
413 65 26
414 77 54
415 96 97
416 71 37
417 34 18
418 37 51
419 59 24
420 1 3
421 8 71
422 44 80
423 30 44
424 45 68
425 11 51
426 50 33
427 21 36
428 8 3
429 15 8
430 71 20
431 45 36
432 33 65
433 23 72
434 75 28
435 49 75
436 39 95
437 15 1
438 15 87
439 46 87
440 10 21
441 80 8
442 42 44
443 47 38
444 16 97
445 9 33
446 35 51
447 53 81
448 57 71
449 38 79
450 56 58
451 69 16
452 19 36
453 12 54
454 17 20
455 21 20
456 56 28
457 98 49
458 39 37
459 94 89
460 18 85
461 56 77
462 19 15
463 40 88
464 42 34
465 43 43
466 49 67
467 30 52
468 52 63
469 89 6
470 31 92
471 20 96
472 76 88
473 77 6
474 52 3
475 41 20
476 77 49
477 61 70
478 1 91
479 97 3
480 96 24
481 12 83
482 76 77
483 71 89
484 98 46
485 97 75
486 48 87
487 57 25
488 65 60
489 0 30
490 38 33
491 35 38
492 92 23
493 65 0
494 5 59
495 50 60
496 66 85
497 10 7
498 79 36
499 19 99
500 17 87
501 8 6
502 6 65
503 71 90
504 92 35
505 5 41
506 90 67
507 65 62
508 88 74
509 90 53
510 11 70
511 83 38
512 95 36
513 9 63
514 77 49
515 45 28
516 40 1
517 12 50
518 24 29
519 31 27
520 51 75
521 8 69
522 54 9
523 70 98
524 20 47
525 19 5
526 45 66
527 87 46
528 4 70
529 10 70
530 55 8
531 12 42
532 89 76
533 0 88
534 54 14
535 37 59
536 42 63
537 1 36
538 62 13
539 83 86
540 65 10
541 43 29
542 30 40
543 82 74
544 14 66
545 46 54
546 18 61
547 72 42
548 62 65
549 79 78
550 8 81
551 44 5
552 9 59
553 62 82
554 64 50
555 83 90
556 86 24
557 4 44
558 65 82
559 12 49
560 93 25
561 74 88
562 67 83
563 40 81
564 90 58
565 73 97
566 33 5
567 77 84
568 66 37
569 20 70
570 78 0
571 9 63
572 82 56
573 67 94
574 57 27
575 77 79
576 52 30
577 84 83
578 7 56
579 37 26
580 19 81
581 91 5
582 76 86
583 56 81
584 46 19
585 78 28
586 62 42
587 71 93
588 16 10
589 6 11
590 15 46
591 23 63
592 81 93
593 44 3
594 20 94
595 76 10
596 0 94
597 51 96
598 8 3
599 86 95
600 99 86
601 48 37
602 49 49
603 17 10
604 59 90
605 66 97
606 49 25
607 10 73
608 57 28
609 24 83
610 41 53
611 60 51
612 43 67
613 27 68
614 90 74
615 85 12
616 23 10
617 11 29
618 97 86
619 13 32
620 76 33
621 43 30
622 27 79
623 60 74
624 83 78
625 39 79
626 79 3
627 54 46
628 26 96
629 94 81
630 21 48
631 20 85
632 5 54
633 73 39
634 14 81
635 75 71
636 14 91
637 6 7
638 9 30
639 24 63
640 7 53
641 85 12
642 34 5
643 32 19
644 55 64
645 3 1
646 92 32
647 11 27
648 13 58
649 24 73
650 6 20
651 60 1
652 2 68
653 64 87
654 97 46
655 37 95
656 71 30
657 73 67
658 63 7
659 50 99
660 21 53
661 83 49
662 78 73
663 79 82
664 80 78
665 93 50
666 5 51
667 57 87
668 93 83
669 9 66
670 41 45
671 22 9
672 27 7
673 29 61
674 58 43
675 63 6
676 8 24
677 51 52
678 36 10
679 22 29
680 88 81
681 7 18
682 52 86
683 89 20
684 72 86
685 74 80
686 97 83
687 58 76
688 30 74
689 21 71
690 43 17
691 24 36
692 15 87
693 42 81
694 0 4
695 50 82
696 60 80
697 78 59
698 37 4
699 56 41
700 17 8
701 89 71
702 69 83
703 9 24
704 65 74
705 22 61
706 89 51
707 85 71
708 57 70
709 3 65
710 44 8
711 20 67
712 35 91
713 19 16
714 5 99
715 39 26
716 18 80
717 53 34
718 28 52
719 67 31
720 78 17
721 15 25
722 82 88
723 92 9
724 95 7
725 1 66
726 1 90
727 97 8
728 88 21
729 35 77
730 64 92
731 19 66
732 35 95
733 43 9
734 97 50
735 42 4
736 3 71
737 87 26
738 93 95
739 85 46
740 98 10
741 21 98
742 97 72
743 25 27
744 83 44
745 46 7
746 16 89
747 67 86
748 98 48
749 90 86
750 45 83
751 11 44
752 64 96
753 63 29
754 3 70
755 15 93
756 35 88
757 78 53
758 70 20
759 68 63
760 70 15
761 25 52
762 3 34
763 88 14
764 4 1
765 27 44
766 5 98
767 1 14
768 98 76
769 33 0
770 8 95
771 23 12
772 29 53
773 71 27
774 10 13
775 15 77
776 79 26
777 16 30
778 58 58
779 40 29
780 8 48
781 25 2
782 43 71
783 88 36
784 87 64
785 55 93
786 87 68
787 54 74
788 91 13
789 23 50
790 62 60
791 4 90
792 85 49
793 64 78
794 82 70
795 56 39
796 36 3
797 92 60
798 70 21
799 68 57
800 65 34
801 39 46
802 58 21
803 90 11
804 72 41
805 39 45
806 35 90
807 66 47
808 44 35
809 17 94
810 7 9
811 54 17
812 7 15
813 57 83
814 76 94
815 4 70
816 44 65
817 84 28
818 20 57
819 31 63
820 58 52
821 6 40
822 31 11
823 4 45
824 36 44
825 15 35
826 4 74
827 50 55
828 80 22
829 38 42
830 63 7
831 35 77
832 37 68
833 0 69
834 5 38
835 27 86
836 3 53
837 35 54
838 3 13
839 85 96
840 11 12
841 46 31
842 79 69
843 66 69
844 15 29
845 47 97
846 19 88
847 99 51
848 17 28
849 3 62
850 11 34
851 39 98
852 16 28
853 31 51
854 39 96
855 52 66
856 37 42
857 31 51
858 60 3
859 98 68
860 2 30
861 54 76
862 91 29
863 67 14
864 53 83
865 37 74
866 10 22
867 84 76
868 72 48
869 14 50
870 37 15
871 30 19
872 76 81
873 60 76
874 57 48
875 90 13
876 30 35
877 60 80
878 80 62
879 6 87
880 61 16
881 97 55
882 58 77
883 55 14
884 57 54
885 78 12
886 88 47
887 30 87
888 0 35
889 0 9
890 69 90
891 57 4
892 92 24
893 44 75
894 62 4
895 96 10
896 41 27
897 89 20
898 17 74
899 60 99
900 25 45
901 19 2
902 69 78
903 24 82
904 5 72
905 80 45
906 62 97
907 18 70
908 59 93
909 62 34
910 32 80
911 51 53
912 58 68
913 71 61
914 58 9
915 70 25
916 75 0
917 84 23
918 71 55
919 35 14
920 99 62
921 70 90
922 24 51
923 48 44
924 9 18
925 61 24
926 12 25
927 67 44
928 93 66
929 43 1
930 7 63
931 23 95
932 1 55
933 70 62
934 12 94
935 99 4
936 57 48
937 34 70
938 10 61
939 28 7
940 19 26
941 51 40
942 47 46
943 13 49
944 32 39
945 29 5
946 11 33
947 6 36
948 38 74
949 88 69
950 81 86
951 31 14
952 18 57
953 66 63
954 90 97
955 33 32
956 37 35
957 81 80
958 11 82
959 47 55
960 42 20
961 29 72
962 65 94
963 92 24
964 41 98
965 31 36
966 73 59
967 26 33
968 95 37
969 22 90
970 79 49
971 58 35
972 5 97
973 67 76
974 52 26
975 25 56
976 26 33
977 26 60
978 56 58
979 49 24
980 65 42
981 22 92
982 66 97
983 59 77
984 9 47
985 85 74
986 60 57
987 75 92
988 61 93
989 66 67
990 26 16
991 72 15
992 72 75
993 9 40
994 32 66
995 77 36
996 87 97
997 24 37
998 27 65
999 69 8
1000 38 90
1 67 4
2 40 50
3 95 68
4 57 34
5 98 63
6 91 81
7 97 49
8 70 6
9 20 90
10 88 18
11 44 43
12 70 49
13 86 62
14 32 37
15 65 96
16 24 58
17 29 35
18 49 67
19 74 22
20 79 40
21 82 98
22 67 13
23 44 6
24 0 75
25 67 20
26 45 78
27 20 19
28 45 23
29 33 91
30 63 32
31 36 19
32 69 2
33 39 33
34 52 61
35 0 2
36 32 97
37 11 47
38 36 46
39 75 56
40 4 80
41 62 57
42 70 44
43 50 45
44 38 9
45 90 25
46 33 83
47 58 46
48 4 62
49 29 64
50 74 11
51 54 38
52 75 65
53 88 47
54 67 72
55 83 99
56 48 76
57 86 83
58 70 78
59 49 25
60 52 93
61 94 42
62 71 75
63 68 48
64 39 64
65 42 73
66 16 11
67 82 93
68 26 24
69 82 4
70 55 2
71 77 65
72 26 90
73 77 56
74 96 75
75 76 25
76 12 4
77 12 80
78 17 11
79 66 99
80 96 39
81 8 3
82 30 9
83 83 36
84 94 92
85 56 46
86 96 44
87 69 49
88 15 28
89 15 81
90 98 11
91 51 64
92 87 16
93 60 12
94 98 1
95 76 14
96 57 82
97 8 15
98 94 74
99 35 17
100 7 40
101 62 4
102 18 30
103 29 67
104 34 62
105 64 88
106 96 84
107 1 84
108 87 44
109 15 14
110 48 70
111 37 93
112 16 41
113 88 14
114 36 53
115 55 41
116 93 97
117 74 57
118 49 47
119 45 57
120 87 92
121 77 36
122 36 87
123 18 73
124 80 24
125 27 49
126 58 21
127 68 36
128 2 69
129 88 77
130 41 14
131 31 81
132 6 23
133 95 98
134 10 44
135 35 40
136 98 58
137 27 55
138 93 1
139 56 28
140 23 15
141 34 12
142 25 6
143 83 72
144 29 38
145 54 80
146 59 68
147 15 72
148 61 96
149 30 13
150 92 19
151 62 35
152 88 87
153 51 0
154 94 12
155 43 1
156 12 60
157 53 26
158 80 19
159 55 0
160 40 23
161 69 71
162 89 55
163 80 30
164 42 54
165 94 96
166 70 43
167 35 3
168 52 98
169 23 38
170 55 82
171 78 16
172 95 53
173 67 99
174 14 89
175 92 41
176 41 30
177 73 69
178 50 91
179 46 33
180 6 20
181 57 39
182 18 46
183 30 69
184 24 50
185 74 81
186 95 16
187 45 57
188 45 53
189 76 35
190 87 81
191 16 53
192 62 52
193 55 40
194 70 66
195 53 61
196 52 89
197 31 34
198 25 38
199 97 48
200 22 98
201 74 63
202 14 10
203 46 24
204 84 15
205 23 97
206 14 10
207 45 25
208 3 3
209 77 65
210 91 90
211 98 58
212 96 12
213 29 5
214 84 10
215 32 6
216 55 27
217 13 89
218 6 53
219 38 52
220 6 30
221 55 54
222 42 56
223 46 41
224 44 6
225 31 21
226 61 32
227 57 32
228 99 16
229 66 2
230 80 40
231 39 74
232 83 17
233 42 86
234 97 56
235 19 50
236 65 25
237 59 60
238 34 43
239 15 40
240 65 88
241 61 78
242 79 10
243 45 23
244 69 80
245 89 89
246 86 36
247 71 65
248 90 81
249 71 25
250 13 60
251 44 87
252 87 80
253 56 36
254 72 97
255 97 55
256 0 25
257 36 92
258 78 61
259 94 72
260 71 19
261 17 16
262 66 29
263 64 28
264 53 93
265 69 53
266 72 90
267 27 5
268 44 74
269 91 98
270 54 9
271 50 72
272 82 34
273 88 60
274 99 78
275 87 29
276 86 99
277 53 94
278 42 27
279 21 57
280 16 27
281 82 78
282 27 44
283 83 10
284 98 31
285 48 4
286 69 96
287 17 62
288 68 44
289 33 32
290 40 3
291 29 74
292 6 40
293 66 72
294 36 32
295 62 16
296 52 34
297 82 26
298 26 71
299 44 37
300 51 77
301 62 67
302 30 82
303 60 90
304 81 91
305 26 98
306 94 89
307 16 12
308 98 7
309 72 87
310 78 10
311 74 66
312 69 31
313 51 35
314 13 90
315 36 96
316 0 95
317 80 62
318 41 61
319 44 23
320 79 76
321 90 44
322 6 64
323 22 63
324 17 69
325 28 18
326 99 57
327 59 40
328 3 95
329 98 98
330 30 25
331 76 91
332 55 29
333 98 98
334 8 53
335 71 37
336 63 48
337 7 1
338 20 29
339 59 4
340 9 88
341 17 43
342 62 17
343 97 42
344 35 40
345 59 45
346 62 45
347 93 54
348 99 99
349 89 76
350 66 23
351 55 63
352 98 91
353 55 50
354 49 57
355 20 74
356 36 94
357 89 42
358 7 32
359 28 38
360 31 55
361 62 67
362 94 25
363 74 18
364 55 53
365 1 20
366 39 82
367 38 85
368 32 53
369 45 71
370 62 46
371 93 78
372 20 85
373 9 68
374 55 50
375 46 67
376 70 51
377 45 11
378 61 88
379 69 73
380 16 37
381 95 96
382 55 99
383 34 53
384 55 4
385 10 54
386 87 57
387 75 84
388 62 84
389 46 9
390 15 6
391 62 5
392 6 34
393 49 88
394 37 27
395 23 44
396 83 71
397 54 25
398 51 96
399 22 20
400 50 56
401 12 51
402 40 92
403 79 13
404 75 60
405 48 77
406 41 60
407 57 10
408 74 90
409 90 21
410 49 46
411 15 28
412 80 65
413 70 15
414 3 50
415 33 65
416 61 25
417 58 59
418 93 10
419 64 13
420 54 36
421 12 77
422 78 46
423 3 23
424 13 44
425 50 61
426 6 1
427 70 4
428 40 84
429 71 74
430 22 64
431 10 25
432 26 83
433 15 15
434 1 98
435 16 64
436 25 76
437 66 13
438 34 38
439 49 33
440 62 47
441 1 59
442 0 72
443 59 60
444 54 54
445 18 9
446 39 90
447 91 90
448 26 87
449 50 95
450 31 88
451 21 15
452 27 85
453 35 29
454 34 57
455 70 2
456 34 37
457 12 75
458 62 51
459 24 54
460 23 54
461 60 47
462 79 7
463 25 35
464 85 75
465 87 46
466 87 54
467 2 74
468 25 86
469 31 14
470 36 30
471 25 97
472 84 16
473 74 1
474 78 16
475 28 75
476 62 96
477 71 76
478 28 73
479 35 19
480 60 0
481 43 59
482 70 23
483 14 79
484 35 38
485 49 75
486 19 10
487 18 93
488 29 62
489 63 63
490 33 24
491 56 69
492 47 12
493 84 91
494 83 25
495 46 51
496 50 12
497 53 35
498 87 66
499 27 60
500 1 94
501 66 39
502 66 52
503 55 52
504 77 77
505 47 65
506 10 72
507 86 36
508 43 73
509 12 57
510 39 23
511 96 9
512 92 97
513 24 7
514 56 82
515 6 62
516 34 2
517 61 38
518 58 17
519 3 94
520 56 32
521 13 5
522 78 80
523 41 78
524 25 17
525 91 13
526 54 69
527 21 78
528 98 56
529 47 68
530 27 48
531 95 95
532 71 84
533 30 8
534 10 47
535 78 26
536 70 17
537 1 7
538 9 90
539 30 11
540 56 45
541 81 39
542 91 92
543 8 65
544 80 83
545 40 1
546 69 34
547 66 7
548 36 18
549 34 93
550 50 32
551 68 77
552 38 64
553 42 36
554 68 14
555 69 7
556 25 36
557 12 82
558 67 56
559 4 78
560 76 65
561 27 27
562 7 77
563 57 36
564 50 94
565 70 90
566 56 37
567 61 24
568 77 3
569 0 26
570 49 71
571 97 65
572 14 33
573 75 33
574 22 84
575 40 80
576 14 55
577 17 84
578 4 41
579 70 61
580 7 6
581 86 74
582 44 78
583 51 88
584 74 87
585 4 63
586 56 78
587 29 4
588 68 61
589 12 73
590 1 24
591 14 66
592 53 90
593 76 0
594 19 76
595 19 35
596 32 38
597 18 43
598 85 22
599 21 35
600 82 87
601 58 34
602 79 76
603 23 36
604 26 13
605 16 43
606 28 96
607 60 83
608 92 20
609 20 53
610 1 50
611 69 97
612 68 69
613 30 18
614 59 85
615 19 45
616 40 76
617 91 14
618 65 79
619 86 77
620 66 40
621 74 6
622 60 76
623 6 35
624 77 34
625 50 65
626 2 68
627 34 32
628 17 61
629 65 10
630 46 5
631 76 40
632 93 70
633 2 51
634 5 46
635 18 12
636 33 43
637 86 61
638 75 62
639 36 92
640 62 94
641 40 24
642 35 53
643 43 72
644 42 59
645 96 3
646 14 75
647 31 61
648 63 33
649 12 89
650 73 55
651 30 31
652 16 38
653 31 59
654 81 72
655 56 55
656 24 73
657 48 51
658 65 51
659 5 39
660 27 30
661 9 45
662 50 14
663 98 58
664 12 25
665 97 41
666 50 47
667 19 7
668 63 9
669 8 96
670 22 84
671 90 69
672 3 41
673 79 41
674 27 79
675 95 12
676 28 72
677 61 42
678 46 84
679 80 1
680 40 73
681 46 55
682 75 14
683 4 77
684 53 41
685 87 55
686 43 8
687 17 43
688 40 39
689 42 9
690 35 56
691 30 32
692 29 85
693 13 77
694 85 76
695 61 79
696 28 6
697 56 49
698 37 35
699 94 88
700 36 2
701 87 86
702 92 40
703 68 20
704 55 17
705 2 6
706 42 71
707 66 83
708 42 14
709 25 89
710 1 27
711 91 77
712 79 8
713 27 36
714 51 67
715 6 4
716 44 53
717 72 33
718 69 44
719 40 89
720 16 93
721 21 67
722 74 54
723 36 56
724 39 73
725 6 23
726 10 4
727 87 8
728 10 10
729 6 84
730 12 31
731 68 87
732 11 97
733 62 88
734 99 33
735 14 97
736 73 35
737 73 8
738 5 23
739 2 25
740 71 70
741 96 78
742 60 83
743 94 40
744 66 63
745 22 58
746 38 56
747 76 84
748 24 34
749 56 76
750 92 48
751 57 6
752 58 9
753 49 74
754 31 79
755 3 87
756 7 80
757 12 42
758 34 90
759 26 27
760 3 21
761 21 35
762 10 55
763 59 17
764 58 88
765 83 71
766 67 25
767 33 22
768 12 90
769 19 51
770 34 19
771 8 86
772 60 35
773 51 57
774 43 34
775 49 34
776 7 28
777 73 70
778 26 22
779 95 3
780 49 31
781 16 42
782 96 32
783 19 81
784 47 90
785 29 44
786 70 74
787 93 84
788 12 35
789 74 75
790 4 2
791 74 23
792 38 49
793 63 38
794 52 63
795 96 90
796 94 16
797 2 3
798 3 66
799 90 28
800 15 69
801 9 53
802 5 5
803 63 33
804 34 88
805 57 91
806 48 19
807 98 46
808 56 92
809 3 46
810 69 81
811 28 83
812 93 39
813 49 54
814 71 90
815 80 46
816 44 46
817 60 34
818 92 21
819 18 33
820 85 29
821 3 63
822 5 4
823 42 74
824 17 56
825 46 11
826 62 43
827 59 34
828 40 26
829 59 65
830 55 9
831 61 44
832 8 10
833 47 1
834 59 63
835 53 35
836 73 70
837 61 39
838 77 64
839 77 89
840 97 74
841 36 15
842 43 69
843 84 0
844 87 25
845 94 66
846 61 52
847 78 75
848 68 59
849 55 95
850 57 40
851 15 53
852 2 11
853 37 92
854 82 19
855 57 75
856 48 70
857 68 80
858 73 45
859 0 38
860 26 47
861 14 34
862 69 87
863 73 20
864 92 86
865 70 18
866 9 82
867 31 56
868 59 82
869 13 32
870 31 91
871 18 67
872 68 18
873 18 91
874 84 97
875 1 23
876 58 17
877 68 10
878 25 80
879 84 15
880 37 17
881 99 95
882 49 39
883 66 65
884 38 11
885 21 91
886 32 67
887 6 34
888 28 47
889 65 50
890 68 81
891 36 94
892 85 47
893 59 91
894 14 21
895 31 78
896 98 98
897 94 14
898 91 22
899 18 29
900 51 53
901 52 72
902 76 10
903 91 91
904 10 33
905 81 78
906 14 33
907 46 55
908 80 5
909 10 1
910 79 75
911 50 16
912 80 42
913 92 33
914 72 91
915 42 6
916 28 36
917 98 15
918 28 64
919 18 74
920 56 68
921 80 80
922 40 52
923 64 64
924 51 38
925 33 86
926 12 16
927 49 76
928 2 35
929 91 34
930 17 57
931 18 19
932 90 75
933 49 78
934 34 31
935 26 16
936 86 35
937 45 11
938 94 70
939 76 27
940 78 28
941 82 33
942 58 56
943 93 11
944 86 21
945 13 93
946 72 84
947 56 98
948 49 61
949 90 65
950 3 85
951 30 20
952 11 16
953 0 76
954 71 37
955 82 32
956 59 64
957 55 89
958 75 84
959 60 34
960 81 37
961 91 12
962 18 33
963 44 1
964 78 46
965 61 32
966 80 11
967 24 92
968 97 61
969 22 41
970 55 16
971 40 49
972 39 80
973 33 8
974 28 67
975 23 65
976 0 55
977 83 65
978 93 17
979 2 77
980 72 98
981 98 25
982 75 50
983 52 48
984 39 63
985 91 13
986 62 19
987 79 65
988 97 42
989 73 37
990 0 36
991 72 11
992 22 96
993 31 24
994 27 58
995 98 80
996 59 44
997 68 56
998 18 14
999 73 89
1000 28 85
